Method,Avg_Accuracy,Avg_Precision,Avg_Recall,Avg_F1_Score,Fold1_Accuracy,Fold2_Accuracy,Fold3_Accuracy,Fold1_F1,Fold2_F1,Fold3_F1
3-Fold CV,0.9908044883609396,0.9904761904761905,0.9185064935064936,0.9523809523809522,0.9930795847750865,0.9930795847750865,0.9862542955326461,0.9714285714285714,0.9523809523809523,0.9333333333333333
